,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal
1832,goleador,goleadores,plur,2,default,5.248668458079919e-05,singular,singular,es,es,[MASK] goleadores [MASK],"[CLS] , [MASK] , gole , ##adores , [MASK] , [SEP]",non_morphemic,9.854951047567868
1833,goleador,goleadores,plur,2,default,0.0020463757682591677,plural,plural,son,es,[MASK] goleadores [MASK],"[CLS] , [MASK] , gole , ##adores , [MASK] , [SEP]",non_morphemic,6.191684968365409
1834,goleador,goleador##es,plur,3,artificial,0.0001289829087909311,singular,singular,es,es,[MASK] goleador##es [MASK],"[CLS] , [MASK] , gole , ##ador , ##es , [MASK] , [SEP]",non_morphemic,8.955830652372958
1835,goleador,goleador##es,plur,3,artificial,0.006182367447763681,plural,plural,son,es,[MASK] goleador##es [MASK],"[CLS] , [MASK] , gole , ##ador , ##es , [MASK] , [SEP]",non_morphemic,5.086053998707367
1836,ecuatoriano,ecuatoriano,sing,2,default,0.0020615719258785248,singular,singular,es,s,[MASK] ecuatoriano [MASK],"[CLS] , [MASK] , ecuatori , ##ano , [MASK] , [SEP]",non_morphemic,6.184286516356342
1837,ecuatoriano,ecuatoriano,sing,2,default,0.00021341745741665363,plural,plural,son,s,[MASK] ecuatoriano [MASK],"[CLS] , [MASK] , ecuatori , ##ano , [MASK] , [SEP]",non_morphemic,8.452260416366391
1838,ecuatoriano,ecuatorianos,plur,2,default,0.0001778985606506467,singular,singular,es,s,[MASK] ecuatorianos [MASK],"[CLS] , [MASK] , ecuatori , ##anos , [MASK] , [SEP]",non_morphemic,8.634297054102918
1839,ecuatoriano,ecuatorianos,plur,2,default,0.005090263206511736,plural,plural,son,s,[MASK] ecuatorianos [MASK],"[CLS] , [MASK] , ecuatori , ##anos , [MASK] , [SEP]",non_morphemic,5.280425739243537
1840,ecuatoriano,ecuatoriano##s,plur,3,artificial,0.00015936550335027277,singular,singular,es,s,[MASK] ecuatoriano##s [MASK],"[CLS] , [MASK] , ecuatori , ##ano , ##s , [MASK] , [SEP]",non_morphemic,8.744310230648766
1841,ecuatoriano,ecuatoriano##s,plur,3,artificial,0.0042779953218996525,plural,plural,son,s,[MASK] ecuatoriano##s [MASK],"[CLS] , [MASK] , ecuatori , ##ano , ##s , [MASK] , [SEP]",non_morphemic,5.454270761847614
1842,hinchada,hinchada,sing,2,default,0.003590220119804144,singular,singular,es,s,[MASK] hinchada [MASK],"[CLS] , [MASK] , hincha , ##da , [MASK] , [SEP]",non_morphemic,5.629541763652944
1843,hinchada,hinchada,sing,2,default,0.0003150530974380672,plural,plural,son,s,[MASK] hinchada [MASK],"[CLS] , [MASK] , hincha , ##da , [MASK] , [SEP]",non_morphemic,8.062769370048386
1844,hinchada,hinchadas,plur,2,default,0.00038928305730223656,singular,singular,es,s,[MASK] hinchadas [MASK],"[CLS] , [MASK] , hincha , ##das , [MASK] , [SEP]",non_morphemic,7.851203825224194
1845,hinchada,hinchadas,plur,2,default,0.0027171247638761997,plural,plural,son,s,[MASK] hinchadas [MASK],"[CLS] , [MASK] , hincha , ##das , [MASK] , [SEP]",non_morphemic,5.908181029873323
1846,hinchada,hinchada##s,plur,3,artificial,0.0010536249028518796,singular,singular,es,s,[MASK] hinchada##s [MASK],"[CLS] , [MASK] , hincha , ##da , ##s , [MASK] , [SEP]",non_morphemic,6.855518771850329
1847,hinchada,hinchada##s,plur,3,artificial,0.005568501073867083,plural,plural,son,s,[MASK] hinchada##s [MASK],"[CLS] , [MASK] , hincha , ##da , ##s , [MASK] , [SEP]",non_morphemic,5.190629368284396
1848,ansia,ansia,sing,2,default,0.0067682769149541855,singular,singular,es,s,[MASK] ansia [MASK],"[CLS] , [MASK] , ansi , ##a , [MASK] , [SEP]",non_morphemic,4.995508742185114
1849,ansia,ansia,sing,2,default,0.0004551975871436298,plural,plural,son,s,[MASK] ansia [MASK],"[CLS] , [MASK] , ansi , ##a , [MASK] , [SEP]",non_morphemic,7.694778975817278
1850,ansia,ansias,plur,2,default,0.0009097587899304926,singular,singular,es,s,[MASK] ansias [MASK],"[CLS] , [MASK] , ansi , ##as , [MASK] , [SEP]",non_morphemic,7.00233105960003
1851,ansia,ansias,plur,2,default,0.0065561821684241295,plural,plural,son,s,[MASK] ansias [MASK],"[CLS] , [MASK] , ansi , ##as , [MASK] , [SEP]",non_morphemic,5.027346831966743
1852,ansia,ansia##s,plur,3,artificial,0.0017902873223647475,singular,singular,es,s,[MASK] ansia##s [MASK],"[CLS] , [MASK] , ansi , ##a , ##s , [MASK] , [SEP]",non_morphemic,6.3253791567231055
1853,ansia,ansia##s,plur,3,artificial,0.005115725100040436,plural,plural,son,s,[MASK] ansia##s [MASK],"[CLS] , [MASK] , ansi , ##a , ##s , [MASK] , [SEP]",non_morphemic,5.275436130086784
1854,paño,paño,sing,2,default,0.007228981237858534,singular,singular,es,s,[MASK] paño [MASK],"[CLS] , [MASK] , pañ , ##o , [MASK] , [SEP]",non_morphemic,4.929657160366635
1855,paño,paño,sing,2,default,0.0006975232972763479,plural,plural,son,s,[MASK] paño [MASK],"[CLS] , [MASK] , pañ , ##o , [MASK] , [SEP]",non_morphemic,7.267974643713514
1856,paño,paños,plur,2,default,0.0024204663932323456,singular,singular,es,s,[MASK] paños [MASK],"[CLS] , [MASK] , pañ , ##os , [MASK] , [SEP]",non_morphemic,6.023795032906342
1857,paño,paños,plur,2,default,0.007422466296702623,plural,plural,son,s,[MASK] paños [MASK],"[CLS] , [MASK] , pañ , ##os , [MASK] , [SEP]",non_morphemic,4.903243892030151
1858,paño,paño##s,plur,3,artificial,0.002502748742699623,singular,singular,es,s,[MASK] paño##s [MASK],"[CLS] , [MASK] , pañ , ##o , ##s , [MASK] , [SEP]",non_morphemic,5.990365654032353
1859,paño,paño##s,plur,3,artificial,0.006349009461700916,plural,plural,son,s,[MASK] paño##s [MASK],"[CLS] , [MASK] , pañ , ##o , ##s , [MASK] , [SEP]",non_morphemic,5.059456468528607
1860,rotativo,rotativo,sing,2,default,0.000466399040305987,singular,singular,es,s,[MASK] rotativo [MASK],"[CLS] , [MASK] , rota , ##tivo , [MASK] , [SEP]",non_morphemic,7.670468980593086
1861,rotativo,rotativo,sing,2,default,5.343503653421067e-05,plural,plural,son,s,[MASK] rotativo [MASK],"[CLS] , [MASK] , rota , ##tivo , [MASK] , [SEP]",non_morphemic,9.837043912274526
1862,rotativo,rotativos,plur,2,default,9.027298801811412e-05,singular,singular,es,s,[MASK] rotativos [MASK],"[CLS] , [MASK] , rota , ##tivos , [MASK] , [SEP]",non_morphemic,9.312672278303461
1863,rotativo,rotativos,plur,2,default,0.00047235446982085705,plural,plural,son,s,[MASK] rotativos [MASK],"[CLS] , [MASK] , rota , ##tivos , [MASK] , [SEP]",non_morphemic,7.657780858851473
1864,rotativo,rotativo##s,plur,3,artificial,9.979554306482896e-05,singular,singular,es,s,[MASK] rotativo##s [MASK],"[CLS] , [MASK] , rota , ##tivo , ##s , [MASK] , [SEP]",non_morphemic,9.212387034313132
1865,rotativo,rotativo##s,plur,3,artificial,0.0003713385376613587,plural,plural,son,s,[MASK] rotativo##s [MASK],"[CLS] , [MASK] , rota , ##tivo , ##s , [MASK] , [SEP]",non_morphemic,7.898396410997338
1866,constitucionalista,constitucionalista,sing,2,default,0.0008159440476447344,singular,singular,es,s,[MASK] constitucionalista [MASK],"[CLS] , [MASK] , constitucional , ##ista , [MASK] , [SEP]",non_morphemic,7.111164774413958
1867,constitucionalista,constitucionalista,sing,2,default,3.605337769840844e-05,plural,plural,son,s,[MASK] constitucionalista [MASK],"[CLS] , [MASK] , constitucional , ##ista , [MASK] , [SEP]",non_morphemic,10.230510003798312
1868,constitucionalista,constitucionalistas,plur,2,default,0.0002433819608995691,singular,singular,es,s,[MASK] constitucionalistas [MASK],"[CLS] , [MASK] , constitucional , ##istas , [MASK] , [SEP]",non_morphemic,8.320878493141866
1869,constitucionalista,constitucionalistas,plur,2,default,0.0015007411129772663,plural,plural,son,s,[MASK] constitucionalistas [MASK],"[CLS] , [MASK] , constitucional , ##istas , [MASK] , [SEP]",non_morphemic,6.501796217570817
1870,constitucionalista,constitucionalista##s,plur,3,artificial,0.0003638419439084828,singular,singular,es,s,[MASK] constitucionalista##s [MASK],"[CLS] , [MASK] , constitucional , ##ista , ##s , [MASK] , [SEP]",non_morphemic,7.918791004659991
1871,constitucionalista,constitucionalista##s,plur,3,artificial,0.0016408214578405023,plural,plural,son,s,[MASK] constitucionalista##s [MASK],"[CLS] , [MASK] , constitucional , ##ista , ##s , [MASK] , [SEP]",non_morphemic,6.41255827362188
1872,vasco,vasco,sing,2,default,0.002781864022836089,singular,singular,es,s,[MASK] vasco [MASK],"[CLS] , [MASK] , vas , ##co , [MASK] , [SEP]",non_morphemic,5.884634064160659
1873,vasco,vasco,sing,2,default,0.0002439731324557215,plural,plural,son,s,[MASK] vasco [MASK],"[CLS] , [MASK] , vas , ##co , [MASK] , [SEP]",non_morphemic,8.31845245162033
1874,vasco,vascos,plur,2,default,0.0004042942600790411,singular,singular,es,s,[MASK] vascos [MASK],"[CLS] , [MASK] , vas , ##cos , [MASK] , [SEP]",non_morphemic,7.813367578601013
1875,vasco,vascos,plur,2,default,0.006191471591591835,plural,plural,son,s,[MASK] vascos [MASK],"[CLS] , [MASK] , vas , ##cos , [MASK] , [SEP]",non_morphemic,5.084582483611364
1876,vasco,vasco##s,plur,3,artificial,0.0005556110409088433,singular,singular,es,s,[MASK] vasco##s [MASK],"[CLS] , [MASK] , vas , ##co , ##s , [MASK] , [SEP]",non_morphemic,7.495442075235378
1877,vasco,vasco##s,plur,3,artificial,0.009291150607168674,plural,plural,son,s,[MASK] vasco##s [MASK],"[CLS] , [MASK] , vas , ##co , ##s , [MASK] , [SEP]",non_morphemic,4.678692879448027
1878,individualidad,individualidad,sing,2,default,0.003937995992600918,singular,singular,es,es,[MASK] individualidad [MASK],"[CLS] , [MASK] , individual , ##idad , [MASK] , [SEP]",non_morphemic,5.537083316388647
1879,individualidad,individualidad,sing,2,default,0.0007689169142395258,plural,plural,son,es,[MASK] individualidad [MASK],"[CLS] , [MASK] , individual , ##idad , [MASK] , [SEP]",non_morphemic,7.17052763819758
1880,individualidad,individualidades,plur,2,default,0.00034926290391013026,singular,singular,es,es,[MASK] individualidades [MASK],"[CLS] , [MASK] , individual , ##idades , [MASK] , [SEP]",non_morphemic,7.9596856130218985
1881,individualidad,individualidades,plur,2,default,0.0018075881525874138,plural,plural,son,es,[MASK] individualidades [MASK],"[CLS] , [MASK] , individual , ##idades , [MASK] , [SEP]",non_morphemic,6.315761834671126
1882,individualidad,individualidad##es,plur,3,artificial,0.0006806047749705613,singular,singular,es,es,[MASK] individualidad##es [MASK],"[CLS] , [MASK] , individual , ##idad , ##es , [MASK] , [SEP]",non_morphemic,7.2925287800969825
1883,individualidad,individualidad##es,plur,3,artificial,0.007171227131038904,plural,plural,son,es,[MASK] individualidad##es [MASK],"[CLS] , [MASK] , individual , ##idad , ##es , [MASK] , [SEP]",non_morphemic,4.937678491031643
1884,súbdito,súbdito,sing,2,default,0.008616335690021515,singular,singular,es,s,[MASK] súbdito [MASK],"[CLS] , [MASK] , súb , ##dito , [MASK] , [SEP]",non_morphemic,4.75409537864961
1885,súbdito,súbdito,sing,2,default,0.00041583148413337767,plural,plural,son,s,[MASK] súbdito [MASK],"[CLS] , [MASK] , súb , ##dito , [MASK] , [SEP]",non_morphemic,7.785230465990439
1886,súbdito,súbditos,plur,2,default,0.002128081163391471,singular,singular,es,s,[MASK] súbditos [MASK],"[CLS] , [MASK] , súb , ##ditos , [MASK] , [SEP]",non_morphemic,6.152534567538596
1887,súbdito,súbditos,plur,2,default,0.02395530417561531,plural,plural,son,s,[MASK] súbditos [MASK],"[CLS] , [MASK] , súb , ##ditos , [MASK] , [SEP]",non_morphemic,3.731565510935336
1888,súbdito,súbdito##s,plur,3,artificial,0.0014360935892909765,singular,singular,es,s,[MASK] súbdito##s [MASK],"[CLS] , [MASK] , súb , ##dito , ##s , [MASK] , [SEP]",non_morphemic,6.545828636878853
1889,súbdito,súbdito##s,plur,3,artificial,0.01209956407546997,plural,plural,son,s,[MASK] súbdito##s [MASK],"[CLS] , [MASK] , súb , ##dito , ##s , [MASK] , [SEP]",non_morphemic,4.414585853849086
1890,llanta,llanta,sing,2,default,0.0045358240604400635,singular,singular,es,s,[MASK] llanta [MASK],"[CLS] , [MASK] , llan , ##ta , [MASK] , [SEP]",non_morphemic,5.395748500689875
1891,llanta,llanta,sing,2,default,0.0002060595725197345,plural,plural,son,s,[MASK] llanta [MASK],"[CLS] , [MASK] , llan , ##ta , [MASK] , [SEP]",non_morphemic,8.487345243992188
1892,llanta,llantas,plur,2,default,0.0011073201894760132,singular,singular,es,s,[MASK] llantas [MASK],"[CLS] , [MASK] , llan , ##tas , [MASK] , [SEP]",non_morphemic,6.805812426358598
1893,llanta,llantas,plur,2,default,0.0031017407309263945,plural,plural,son,s,[MASK] llantas [MASK],"[CLS] , [MASK] , llan , ##tas , [MASK] , [SEP]",non_morphemic,5.775791798982538
1894,llanta,llanta##s,plur,3,artificial,0.0006413718219846487,singular,singular,es,s,[MASK] llanta##s [MASK],"[CLS] , [MASK] , llan , ##ta , ##s , [MASK] , [SEP]",non_morphemic,7.351901203717892
1895,llanta,llanta##s,plur,3,artificial,0.00173001189250499,plural,plural,son,s,[MASK] llanta##s [MASK],"[CLS] , [MASK] , llan , ##ta , ##s , [MASK] , [SEP]",non_morphemic,6.359626996215736
1896,parrilla,parrilla,sing,2,default,0.001904600765556097,singular,singular,es,s,[MASK] parrilla [MASK],"[CLS] , [MASK] , par , ##rilla , [MASK] , [SEP]",non_morphemic,6.263482864253293
1897,parrilla,parrilla,sing,2,default,0.0002946036111097783,plural,plural,son,s,[MASK] parrilla [MASK],"[CLS] , [MASK] , par , ##rilla , [MASK] , [SEP]",non_morphemic,8.129879796340203
1898,parrilla,parrillas,plur,2,default,0.00043211274896748364,singular,singular,es,s,[MASK] parrillas [MASK],"[CLS] , [MASK] , par , ##rillas , [MASK] , [SEP]",non_morphemic,7.74682401079262
1899,parrilla,parrillas,plur,2,default,0.0056784795597195625,plural,plural,son,s,[MASK] parrillas [MASK],"[CLS] , [MASK] , par , ##rillas , [MASK] , [SEP]",non_morphemic,5.17107176523057
1900,parrilla,parrilla##s,plur,3,artificial,0.0001855807931860909,singular,singular,es,s,[MASK] parrilla##s [MASK],"[CLS] , [MASK] , par , ##rilla , ##s , [MASK] , [SEP]",non_morphemic,8.59202022795585
1901,parrilla,parrilla##s,plur,3,artificial,0.001675135688856244,plural,plural,son,s,[MASK] parrilla##s [MASK],"[CLS] , [MASK] , par , ##rilla , ##s , [MASK] , [SEP]",non_morphemic,6.391861108713716
1902,apuro,apuro,sing,2,default,0.006226466502994299,singular,singular,es,s,[MASK] apuro [MASK],"[CLS] , [MASK] , apur , ##o , [MASK] , [SEP]",non_morphemic,5.078946281566309
1903,apuro,apuro,sing,2,default,0.0004962822422385216,plural,plural,son,s,[MASK] apuro [MASK],"[CLS] , [MASK] , apur , ##o , [MASK] , [SEP]",non_morphemic,7.608365756308165
1904,apuro,apuros,plur,2,default,0.002330781426280737,singular,singular,es,s,[MASK] apuros [MASK],"[CLS] , [MASK] , apur , ##os , [MASK] , [SEP]",non_morphemic,6.061551691544364
1905,apuro,apuros,plur,2,default,0.0041844043880701065,plural,plural,son,s,[MASK] apuros [MASK],"[CLS] , [MASK] , apur , ##os , [MASK] , [SEP]",non_morphemic,5.476390905821548
1906,apuro,apuro##s,plur,3,artificial,0.0027034280356019735,singular,singular,es,s,[MASK] apuro##s [MASK],"[CLS] , [MASK] , apur , ##o , ##s , [MASK] , [SEP]",non_morphemic,5.913234668471178
1907,apuro,apuro##s,plur,3,artificial,0.0015465092146769166,plural,plural,son,s,[MASK] apuro##s [MASK],"[CLS] , [MASK] , apur , ##o , ##s , [MASK] , [SEP]",non_morphemic,6.471755007449583
1908,helada,helada,sing,2,default,0.006429549306631088,singular,singular,es,s,[MASK] helada [MASK],"[CLS] , [MASK] , hel , ##ada , [MASK] , [SEP]",non_morphemic,5.0468508354705115
1909,helada,helada,sing,2,default,0.00047506330884061754,plural,plural,son,s,[MASK] helada [MASK],"[CLS] , [MASK] , hel , ##ada , [MASK] , [SEP]",non_morphemic,7.6520624810411375
1910,helada,heladas,plur,2,default,0.00034230799064971507,singular,singular,es,s,[MASK] heladas [MASK],"[CLS] , [MASK] , hel , ##adas , [MASK] , [SEP]",non_morphemic,7.979799668704939
1911,helada,heladas,plur,2,default,0.0029006912373006344,plural,plural,son,s,[MASK] heladas [MASK],"[CLS] , [MASK] , hel , ##adas , [MASK] , [SEP]",non_morphemic,5.8428062127025155
1912,helada,helada##s,plur,3,artificial,0.0005600401200354099,singular,singular,es,s,[MASK] helada##s [MASK],"[CLS] , [MASK] , hel , ##ada , ##s , [MASK] , [SEP]",non_morphemic,7.487502133880936
1913,helada,helada##s,plur,3,artificial,0.005394954700022936,plural,plural,son,s,[MASK] helada##s [MASK],"[CLS] , [MASK] , hel , ##ada , ##s , [MASK] , [SEP]",non_morphemic,5.222291076966617
1914,centroamericano,centroamericano,sing,2,default,0.0004100654914509505,singular,singular,es,s,[MASK] centroamericano [MASK],"[CLS] , [MASK] , centro , ##americano , [MASK] , [SEP]",non_morphemic,7.799193675776016
1915,centroamericano,centroamericano,sing,2,default,0.00011181983427377418,plural,plural,son,s,[MASK] centroamericano [MASK],"[CLS] , [MASK] , centro , ##americano , [MASK] , [SEP]",non_morphemic,9.098621604447233
1916,centroamericano,centroamericanos,plur,2,default,7.29105704522226e-06,singular,singular,es,s,[MASK] centroamericanos [MASK],"[CLS] , [MASK] , centro , ##americanos , [MASK] , [SEP]",non_morphemic,11.82886202311048
1917,centroamericano,centroamericanos,plur,2,default,0.0004970097215846181,plural,plural,son,s,[MASK] centroamericanos [MASK],"[CLS] , [MASK] , centro , ##americanos , [MASK] , [SEP]",non_morphemic,7.606900971526519
1918,centroamericano,centroamericano##s,plur,3,artificial,1.9003289708052762e-05,singular,singular,es,s,[MASK] centroamericano##s [MASK],"[CLS] , [MASK] , centro , ##americano , ##s , [MASK] , [SEP]",non_morphemic,10.87089845125618
1919,centroamericano,centroamericano##s,plur,3,artificial,0.0011951520573347807,plural,plural,son,s,[MASK] centroamericano##s [MASK],"[CLS] , [MASK] , centro , ##americano , ##s , [MASK] , [SEP]",non_morphemic,6.729481857061959
1920,cafetal,cafetal,sing,2,default,0.023963874205946922,singular,singular,es,es,[MASK] cafetal [MASK],"[CLS] , [MASK] , cafe , ##tal , [MASK] , [SEP]",non_morphemic,3.7312078240670536
1921,cafetal,cafetal,sing,2,default,0.0016308414051309228,plural,plural,son,es,[MASK] cafetal [MASK],"[CLS] , [MASK] , cafe , ##tal , [MASK] , [SEP]",non_morphemic,6.418659197881755
1922,cafetal,cafetales,plur,2,default,0.0011780820786952972,singular,singular,es,es,[MASK] cafetales [MASK],"[CLS] , [MASK] , cafe , ##tales , [MASK] , [SEP]",non_morphemic,6.7438675198682265
1923,cafetal,cafetales,plur,2,default,0.01644539088010788,plural,plural,son,es,[MASK] cafetales [MASK],"[CLS] , [MASK] , cafe , ##tales , [MASK] , [SEP]",non_morphemic,4.107710030690308
1924,cafetal,cafetal##es,plur,3,artificial,0.0011240763124078512,singular,singular,es,es,[MASK] cafetal##es [MASK],"[CLS] , [MASK] , cafe , ##tal , ##es , [MASK] , [SEP]",non_morphemic,6.790793636214013
1925,cafetal,cafetal##es,plur,3,artificial,0.03135792911052704,plural,plural,son,es,[MASK] cafetal##es [MASK],"[CLS] , [MASK] , cafe , ##tal , ##es , [MASK] , [SEP]",non_morphemic,3.4622881216967607
1926,bombona,bombona,sing,2,default,0.009874430485069752,singular,singular,es,s,[MASK] bombona [MASK],"[CLS] , [MASK] , bomb , ##ona , [MASK] , [SEP]",non_morphemic,4.617806642256068
1927,bombona,bombona,sing,2,default,0.0005809004069305956,plural,plural,son,s,[MASK] bombona [MASK],"[CLS] , [MASK] , bomb , ##ona , [MASK] , [SEP]",non_morphemic,7.450931232448568
1928,bombona,bombonas,plur,2,default,0.001636590575799346,singular,singular,es,s,[MASK] bombonas [MASK],"[CLS] , [MASK] , bomb , ##onas , [MASK] , [SEP]",non_morphemic,6.4151401182895365
1929,bombona,bombonas,plur,2,default,0.009868313558399677,plural,plural,son,s,[MASK] bombonas [MASK],"[CLS] , [MASK] , bomb , ##onas , [MASK] , [SEP]",non_morphemic,4.618426305546271
1930,bombona,bombona##s,plur,3,artificial,0.000856938655488193,singular,singular,es,s,[MASK] bombona##s [MASK],"[CLS] , [MASK] , bomb , ##ona , ##s , [MASK] , [SEP]",non_morphemic,7.062144222455698
1931,bombona,bombona##s,plur,3,artificial,0.010594381019473076,plural,plural,son,s,[MASK] bombona##s [MASK],"[CLS] , [MASK] , bomb , ##ona , ##s , [MASK] , [SEP]",non_morphemic,4.547431510915358
1932,renovador,renovador,sing,2,default,0.002974770264700055,singular,singular,es,es,[MASK] renovador [MASK],"[CLS] , [MASK] , renovado , ##r , [MASK] , [SEP]",non_morphemic,5.817588464915874
1933,renovador,renovador,sing,2,default,0.0003489498049020767,plural,plural,son,es,[MASK] renovador [MASK],"[CLS] , [MASK] , renovado , ##r , [MASK] , [SEP]",non_morphemic,7.9605824716012075
1934,renovador,renovadores,plur,2,default,0.0003048628568649292,singular,singular,es,es,[MASK] renovadores [MASK],"[CLS] , [MASK] , renovado , ##res , [MASK] , [SEP]",non_morphemic,8.095648532102752
1935,renovador,renovadores,plur,2,default,0.0036785390693694353,plural,plural,son,es,[MASK] renovadores [MASK],"[CLS] , [MASK] , renovado , ##res , [MASK] , [SEP]",non_morphemic,5.605239597642666
1936,renovador,renovador##es,plur,3,artificial,0.0007049511768855155,singular,singular,es,es,[MASK] renovador##es [MASK],"[CLS] , [MASK] , renovado , ##r , ##es , [MASK] , [SEP]",non_morphemic,7.25738201019474
1937,renovador,renovador##es,plur,3,artificial,0.006820502690970898,plural,plural,son,es,[MASK] renovador##es [MASK],"[CLS] , [MASK] , renovado , ##r , ##es , [MASK] , [SEP]",non_morphemic,4.98782210148959
1938,finalista,finalista,sing,2,default,0.0031866657081991434,singular,singular,es,s,[MASK] finalista [MASK],"[CLS] , [MASK] , final , ##ista , [MASK] , [SEP]",non_morphemic,5.748780141361309
1939,finalista,finalista,sing,2,default,0.00010954580648103729,plural,plural,son,s,[MASK] finalista [MASK],"[CLS] , [MASK] , final , ##ista , [MASK] , [SEP]",non_morphemic,9.119167772153084
1940,finalista,finalistas,plur,2,default,0.0001413170393789187,singular,singular,es,s,[MASK] finalistas [MASK],"[CLS] , [MASK] , final , ##istas , [MASK] , [SEP]",non_morphemic,8.864504685459842
1941,finalista,finalistas,plur,2,default,0.0024926462210714817,plural,plural,son,s,[MASK] finalistas [MASK],"[CLS] , [MASK] , final , ##istas , [MASK] , [SEP]",non_morphemic,5.9944103934271125
1942,finalista,finalista##s,plur,3,artificial,0.0005425136769190431,singular,singular,es,s,[MASK] finalista##s [MASK],"[CLS] , [MASK] , final , ##ista , ##s , [MASK] , [SEP]",non_morphemic,7.519297261956771
1943,finalista,finalista##s,plur,3,artificial,0.003715542145073414,plural,plural,son,s,[MASK] finalista##s [MASK],"[CLS] , [MASK] , final , ##ista , ##s , [MASK] , [SEP]",non_morphemic,5.59523067738885
1944,nominalismo,nominalismo,sing,2,default,0.0011147623881697655,singular,singular,es,s,[MASK] nominalismo [MASK],"[CLS] , [MASK] , nominal , ##ismo , [MASK] , [SEP]",non_morphemic,6.799114001560585
1945,nominalismo,nominalismo,sing,2,default,0.00025025944341905415,plural,plural,son,s,[MASK] nominalismo [MASK],"[CLS] , [MASK] , nominal , ##ismo , [MASK] , [SEP]",non_morphemic,8.29301240454065
1946,nominalismo,nominalismos,plur,2,default,0.00028548919362947345,singular,singular,es,s,[MASK] nominalismos [MASK],"[CLS] , [MASK] , nominal , ##ismos , [MASK] , [SEP]",non_morphemic,8.161306380269421
1947,nominalismo,nominalismos,plur,2,default,0.0010143483523279428,plural,plural,son,s,[MASK] nominalismos [MASK],"[CLS] , [MASK] , nominal , ##ismos , [MASK] , [SEP]",non_morphemic,6.893508890080711
1948,nominalismo,nominalismo##s,plur,3,artificial,0.00035162956919521093,singular,singular,es,s,[MASK] nominalismo##s [MASK],"[CLS] , [MASK] , nominal , ##ismo , ##s , [MASK] , [SEP]",non_morphemic,7.952932296726884
1949,nominalismo,nominalismo##s,plur,3,artificial,0.002018894301727414,plural,plural,son,s,[MASK] nominalismo##s [MASK],"[CLS] , [MASK] , nominal , ##ismo , ##s , [MASK] , [SEP]",non_morphemic,6.205205292816087
1950,incompatibilidad,incompatibilidad,sing,2,default,0.0008697734447196126,singular,singular,es,es,[MASK] incompatibilidad [MASK],"[CLS] , [MASK] , incompati , ##bilidad , [MASK] , [SEP]",non_morphemic,7.047277788596053
1951,incompatibilidad,incompatibilidad,sing,2,default,0.00048108151531778276,plural,plural,son,es,[MASK] incompatibilidad [MASK],"[CLS] , [MASK] , incompati , ##bilidad , [MASK] , [SEP]",non_morphemic,7.639473831701878
1952,incompatibilidad,incompatibilidades,plur,2,default,0.00037139063351787627,singular,singular,es,es,[MASK] incompatibilidades [MASK],"[CLS] , [MASK] , incompati , ##bilidades , [MASK] , [SEP]",non_morphemic,7.8982561287555075
1953,incompatibilidad,incompatibilidades,plur,2,default,0.0013113075401633978,plural,plural,son,es,[MASK] incompatibilidades [MASK],"[CLS] , [MASK] , incompati , ##bilidades , [MASK] , [SEP]",non_morphemic,6.636730517299755
1954,incompatibilidad,incompatibilidad##es,plur,3,artificial,0.0002605220361147076,singular,singular,es,es,[MASK] incompatibilidad##es [MASK],"[CLS] , [MASK] , incompati , ##bilidad , ##es , [MASK] , [SEP]",non_morphemic,8.25282310873736
1955,incompatibilidad,incompatibilidad##es,plur,3,artificial,0.0018460932187736034,plural,plural,son,es,[MASK] incompatibilidad##es [MASK],"[CLS] , [MASK] , incompati , ##bilidad , ##es , [MASK] , [SEP]",non_morphemic,6.294683646465932
1956,vítor,vítor,sing,2,default,0.0067770523019135,singular,singular,es,es,[MASK] vítor [MASK],"[CLS] , [MASK] , ví , ##tor , [MASK] , [SEP]",non_morphemic,4.994213035296557
1957,vítor,vítor,sing,2,default,0.0005541916470974684,plural,plural,son,es,[MASK] vítor [MASK],"[CLS] , [MASK] , ví , ##tor , [MASK] , [SEP]",non_morphemic,7.4979999976492175
1958,vítor,vítores,plur,2,default,0.00018297196947969496,singular,singular,es,es,[MASK] vítores [MASK],"[CLS] , [MASK] , ví , ##tores , [MASK] , [SEP]",non_morphemic,8.606177589097022
1959,vítor,vítores,plur,2,default,0.001241512130945921,plural,plural,son,es,[MASK] vítores [MASK],"[CLS] , [MASK] , ví , ##tores , [MASK] , [SEP]",non_morphemic,6.691425181862888
1960,vítor,vítor##es,plur,3,artificial,0.0030088804196566343,singular,singular,es,es,[MASK] vítor##es [MASK],"[CLS] , [MASK] , ví , ##tor , ##es , [MASK] , [SEP]",non_morphemic,5.806187223015699
1961,vítor,vítor##es,plur,3,artificial,0.01177296508103609,plural,plural,son,es,[MASK] vítor##es [MASK],"[CLS] , [MASK] , ví , ##tor , ##es , [MASK] , [SEP]",non_morphemic,4.441949470911363
1962,oleada,oleada,sing,2,default,0.0081874905154109,singular,singular,es,s,[MASK] oleada [MASK],"[CLS] , [MASK] , ole , ##ada , [MASK] , [SEP]",non_morphemic,4.805147836444534
1963,oleada,oleada,sing,2,default,0.0005549970082938671,plural,plural,son,s,[MASK] oleada [MASK],"[CLS] , [MASK] , ole , ##ada , [MASK] , [SEP]",non_morphemic,7.496547834693869
