,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal
1632,monitore,monitore,sing,2,default,0.029429832473397255,singular,es,s,El monitore [MASK],"[CLS] , El , monitor , ##e , [MASK] , [SEP]",morphemic,3.525746409128178
1633,monitore,monitore,sing,2,default,0.0012921782908961177,plural,son,s,El monitore [MASK],"[CLS] , El , monitor , ##e , [MASK] , [SEP]",morphemic,6.651425887092679
1634,monitore,monizores,plur,3,default,4.750956213683821e-05,singular,es,s,Los monizores [MASK],"[CLS] , Los , mon , ##izo , ##res , [MASK] , [SEP]",morphemic,9.954579559039482
1635,monitore,monizores,plur,3,default,0.021136829629540443,plural,son,s,Los monizores [MASK],"[CLS] , Los , mon , ##izo , ##res , [MASK] , [SEP]",morphemic,3.8567382800071175
1636,monitore,monitore##s,plur,3,artificial,0.09781092405319214,singular,es,s,El monitore##s [MASK],"[CLS] , El , monitor , ##e , ##s , [MASK] , [SEP]",morphemic,2.3247190102937094
1637,monitore,monitore##s,plur,3,artificial,0.012366210110485554,plural,son,s,El monitore##s [MASK],"[CLS] , El , monitor , ##e , ##s , [MASK] , [SEP]",morphemic,4.392787517007932
1638,canto,canto,sing,1,default,0.02842816337943077,singular,es,s,El canto [MASK],"[CLS] , El , canto , [MASK] , [SEP]",morphemic,3.5603749569033303
1639,canto,canto,sing,1,default,0.0014752289280295372,plural,son,s,El canto [MASK],"[CLS] , El , canto , [MASK] , [SEP]",morphemic,6.518942095789718
1640,canto,cantot,plur,2,default,0.016246791929006577,singular,es,s,Los cantot [MASK],"[CLS] , Los , canto , ##t , [MASK] , [SEP]",morphemic,4.119859809449677
1641,canto,cantot,plur,2,default,0.06559491157531738,plural,son,s,Los cantot [MASK],"[CLS] , Los , canto , ##t , [MASK] , [SEP]",morphemic,2.724257153490034
1642,canto,canto##s,plur,2,artificial,0.004977967590093613,singular,es,s,El canto##s [MASK],"[CLS] , El , canto , ##s , [MASK] , [SEP]",morphemic,5.302733585685972
1643,canto,canto##s,plur,2,artificial,0.04387882724404335,plural,son,s,El canto##s [MASK],"[CLS] , El , canto , ##s , [MASK] , [SEP]",morphemic,3.126323370367011
1644,garganta,garganta,sing,1,default,0.0029371001292020082,singular,es,s,La garganta [MASK],"[CLS] , La , garganta , [MASK] , [SEP]",morphemic,5.8303325350069795
1645,garganta,garganta,sing,1,default,0.00014274932618718594,plural,son,s,La garganta [MASK],"[CLS] , La , garganta , [MASK] , [SEP]",morphemic,8.854420429669165
1646,garganta,kargantas,plur,4,default,0.002209130208939314,singular,es,s,Las kargantas [MASK],"[CLS] , Las , k , ##ar , ##gan , ##tas , [MASK] , [SEP]",morphemic,6.115156411537413
1647,garganta,kargantas,plur,4,default,0.15944451093673706,plural,son,s,Las kargantas [MASK],"[CLS] , Las , k , ##ar , ##gan , ##tas , [MASK] , [SEP]",morphemic,1.8360593110998902
1648,garganta,garganta##s,plur,2,artificial,0.0004484729142859578,singular,es,s,La garganta##s [MASK],"[CLS] , La , garganta , ##s , [MASK] , [SEP]",morphemic,7.709662270070669
1649,garganta,garganta##s,plur,2,artificial,0.005383243318647146,plural,son,s,La garganta##s [MASK],"[CLS] , La , garganta , ##s , [MASK] , [SEP]",morphemic,5.224464239115717
1650,consenso,consenso,sing,1,default,0.024842826649546623,singular,es,s,El consenso [MASK],"[CLS] , El , consenso , [MASK] , [SEP]",morphemic,3.6951862341257735
1651,consenso,consenso,sing,1,default,0.0005446331342682242,plural,son,s,El consenso [MASK],"[CLS] , El , consenso , [MASK] , [SEP]",morphemic,7.515398138098658
1652,consenso,consenscs,plur,3,default,0.0006502238102257252,singular,es,s,Los consenscs [MASK],"[CLS] , Los , conse , ##ns , ##cs , [MASK] , [SEP]",morphemic,7.338193930916105
1653,consenso,consenscs,plur,3,default,0.010307878255844116,plural,son,s,Los consenscs [MASK],"[CLS] , Los , conse , ##ns , ##cs , [MASK] , [SEP]",morphemic,4.574846796909406
1654,consenso,consenso##s,plur,2,artificial,0.0011797512415796518,singular,es,s,El consenso##s [MASK],"[CLS] , El , consenso , ##s , [MASK] , [SEP]",morphemic,6.742451674949217
1655,consenso,consenso##s,plur,2,artificial,0.014043724164366722,plural,son,s,El consenso##s [MASK],"[CLS] , El , consenso , ##s , [MASK] , [SEP]",morphemic,4.265579661685787
1656,izquierda,izquierda,sing,1,default,0.015173988416790962,singular,es,s,La izquierda [MASK],"[CLS] , La , izquierda , [MASK] , [SEP]",morphemic,4.1881726054255175
1657,izquierda,izquierda,sing,1,default,0.000493411032948643,plural,son,s,La izquierda [MASK],"[CLS] , La , izquierda , [MASK] , [SEP]",morphemic,7.614167993055701
1658,izquierda,izpuierdas,plur,5,default,0.0003501357859931886,singular,es,s,Las izpuierdas [MASK],"[CLS] , Las , i , ##z , ##pu , ##ier , ##das , [MASK] , [SEP]",morphemic,7.95718951873729
1659,izquierda,izpuierdas,plur,5,default,0.017584891989827156,plural,son,s,Las izpuierdas [MASK],"[CLS] , Las , i , ##z , ##pu , ##ier , ##das , [MASK] , [SEP]",morphemic,4.040715155251503
1660,izquierda,izquierda##s,plur,2,artificial,0.007707349024713039,singular,es,s,La izquierda##s [MASK],"[CLS] , La , izquierda , ##s , [MASK] , [SEP]",morphemic,4.8655809864966235
1661,izquierda,izquierda##s,plur,2,artificial,0.0012953319819644094,plural,son,s,La izquierda##s [MASK],"[CLS] , La , izquierda , ##s , [MASK] , [SEP]",morphemic,6.648988259955134
1662,acercamiento,acercamiento,sing,1,default,0.057615913450717926,singular,es,s,El acercamiento [MASK],"[CLS] , El , acercamiento , [MASK] , [SEP]",morphemic,2.853956474251178
1663,acercamiento,acercamiento,sing,1,default,0.0013063997030258179,plural,son,s,El acercamiento [MASK],"[CLS] , El , acercamiento , [MASK] , [SEP]",morphemic,6.640480243630597
1664,acercamiento,azercamientos,plur,4,default,9.269341535400599e-05,singular,es,s,Los azercamientos [MASK],"[CLS] , Los , az , ##er , ##camiento , ##s , [MASK] , [SEP]",morphemic,9.286213119695212
1665,acercamiento,azercamientos,plur,4,default,0.012802285142242908,plural,son,s,Los azercamientos [MASK],"[CLS] , Los , az , ##er , ##camiento , ##s , [MASK] , [SEP]",morphemic,4.35813159725284
1666,acercamiento,acercamiento##s,plur,2,artificial,0.003983060829341412,singular,es,s,El acercamiento##s [MASK],"[CLS] , El , acercamiento , ##s , [MASK] , [SEP]",morphemic,5.525704702656866
1667,acercamiento,acercamiento##s,plur,2,artificial,0.019334347918629646,plural,son,s,El acercamiento##s [MASK],"[CLS] , El , acercamiento , ##s , [MASK] , [SEP]",morphemic,3.945872079930969
1668,fotógrafo,fotógrafo,sing,1,default,0.04146706312894821,singular,es,s,El fotógrafo [MASK],"[CLS] , El , fotógrafo , [MASK] , [SEP]",morphemic,3.1828558264033764
1669,fotógrafo,fotógrafo,sing,1,default,0.0015574265271425247,plural,son,s,El fotógrafo [MASK],"[CLS] , El , fotógrafo , [MASK] , [SEP]",morphemic,6.4647204819996285
1670,fotógrafo,fotójrafos,plur,4,default,0.00014828832354396582,singular,es,s,Los fotójrafos [MASK],"[CLS] , Los , fotó , ##j , ##ra , ##fos , [MASK] , [SEP]",morphemic,8.816352047294652
1671,fotógrafo,fotójrafos,plur,4,default,0.20038475096225739,plural,son,s,Los fotójrafos [MASK],"[CLS] , Los , fotó , ##j , ##ra , ##fos , [MASK] , [SEP]",morphemic,1.6075160056693545
1672,fotógrafo,fotógrafo##s,plur,2,artificial,0.0009149775723926723,singular,es,s,El fotógrafo##s [MASK],"[CLS] , El , fotógrafo , ##s , [MASK] , [SEP]",morphemic,6.9966110040354135
1673,fotógrafo,fotógrafo##s,plur,2,artificial,0.01098976656794548,plural,son,s,El fotógrafo##s [MASK],"[CLS] , El , fotógrafo , ##s , [MASK] , [SEP]",morphemic,4.510790751197512
1674,embargo,embargo,sing,1,default,0.006020108237862587,singular,es,s,El embargo [MASK],"[CLS] , El , embargo , [MASK] , [SEP]",morphemic,5.112650040111648
1675,embargo,embargo,sing,1,default,0.00034111435525119305,plural,son,s,El embargo [MASK],"[CLS] , El , embargo , [MASK] , [SEP]",morphemic,7.983292784256092
1676,embargo,emtargos,plur,3,default,0.00017523423593956977,singular,es,s,Los emtargos [MASK],"[CLS] , Los , em , ##tar , ##gos , [MASK] , [SEP]",morphemic,8.649386987938167
1677,embargo,emtargos,plur,3,default,0.09914421290159225,plural,son,s,Los emtargos [MASK],"[CLS] , Los , em , ##tar , ##gos , [MASK] , [SEP]",morphemic,2.3111797928242233
1678,embargo,embargo##s,plur,2,artificial,0.00283380807377398,singular,es,s,El embargo##s [MASK],"[CLS] , El , embargo , ##s , [MASK] , [SEP]",morphemic,5.866133862740182
1679,embargo,embargo##s,plur,2,artificial,0.017142439261078835,plural,son,s,El embargo##s [MASK],"[CLS] , El , embargo , ##s , [MASK] , [SEP]",morphemic,4.066198061989582
1680,brigada,brigada,sing,1,default,0.03934484347701073,singular,es,s,La brigada [MASK],"[CLS] , La , brigada , [MASK] , [SEP]",morphemic,3.235390355221156
1681,brigada,brigada,sing,1,default,0.0005449848249554634,plural,son,s,La brigada [MASK],"[CLS] , La , brigada , [MASK] , [SEP]",morphemic,7.5147526078071
1682,brigada,brigjdas,plur,4,default,0.0004733312234748155,singular,es,s,Las brigjdas [MASK],"[CLS] , Las , bri , ##g , ##j , ##das , [MASK] , [SEP]",morphemic,7.655715153494585
1683,brigada,brigjdas,plur,4,default,0.11016979068517685,plural,son,s,Las brigjdas [MASK],"[CLS] , Las , bri , ##g , ##j , ##das , [MASK] , [SEP]",morphemic,2.205732551557748
1684,brigada,brigada##s,plur,2,artificial,0.002034237142652273,singular,es,s,La brigada##s [MASK],"[CLS] , La , brigada , ##s , [MASK] , [SEP]",morphemic,6.197634398843872
1685,brigada,brigada##s,plur,2,artificial,0.018608732149004936,plural,son,s,La brigada##s [MASK],"[CLS] , La , brigada , ##s , [MASK] , [SEP]",morphemic,3.9841243380531104
1686,alarma,alarma,sing,1,default,0.03697504848241806,singular,es,s,La alarma [MASK],"[CLS] , La , alarma , [MASK] , [SEP]",morphemic,3.2975119591645496
1687,alarma,alarma,sing,1,default,0.0008613039972260594,plural,son,s,La alarma [MASK],"[CLS] , La , alarma , [MASK] , [SEP]",morphemic,7.057063041257984
1688,alarma,alarmai,plur,2,default,0.0014797438634559512,singular,es,s,Las alarmai [MASK],"[CLS] , Las , alarma , ##i , [MASK] , [SEP]",morphemic,6.515886271416094
1689,alarma,alarmai,plur,2,default,0.06849683076143265,plural,son,s,Las alarmai [MASK],"[CLS] , Las , alarma , ##i , [MASK] , [SEP]",morphemic,2.6809678010407314
1690,alarma,alarma##s,plur,2,artificial,0.005809546448290348,singular,es,s,La alarma##s [MASK],"[CLS] , La , alarma , ##s , [MASK] , [SEP]",morphemic,5.148252775143033
1691,alarma,alarma##s,plur,2,artificial,0.07669000327587128,plural,son,s,La alarma##s [MASK],"[CLS] , La , alarma , ##s , [MASK] , [SEP]",morphemic,2.5679839144896146
1692,ascenso,ascenso,sing,1,default,0.02111315354704857,singular,es,s,El ascenso [MASK],"[CLS] , El , ascenso , [MASK] , [SEP]",morphemic,3.8578590418720977
1693,ascenso,ascenso,sing,1,default,0.0005704510258510709,plural,son,s,El ascenso [MASK],"[CLS] , El , ascenso , [MASK] , [SEP]",morphemic,7.469083236604518
1694,ascenso,xscensos,plur,4,default,0.00042785232653841376,singular,es,s,Los xscensos [MASK],"[CLS] , Los , x , ##s , ##cen , ##sos , [MASK] , [SEP]",morphemic,7.7567324533718285
1695,ascenso,xscensos,plur,4,default,0.06006833165884018,plural,son,s,Los xscensos [MASK],"[CLS] , Los , x , ##s , ##cen , ##sos , [MASK] , [SEP]",morphemic,2.8122725037895844
1696,ascenso,ascenso##s,plur,2,artificial,0.0010577732464298606,singular,es,s,El ascenso##s [MASK],"[CLS] , El , ascenso , ##s , [MASK] , [SEP]",morphemic,6.851589291361575
1697,ascenso,ascenso##s,plur,2,artificial,0.029031772166490555,plural,son,s,El ascenso##s [MASK],"[CLS] , El , ascenso , ##s , [MASK] , [SEP]",morphemic,3.539364456770577
1698,historiale,historiale,sing,2,default,0.02232392504811287,singular,es,s,El historiale [MASK],"[CLS] , El , historial , ##e , [MASK] , [SEP]",morphemic,3.8020963035193507
1699,historiale,historiale,sing,2,default,0.0018883402226492763,plural,son,s,El historiale [MASK],"[CLS] , El , historial , ##e , [MASK] , [SEP]",morphemic,6.272057024818975
1700,historiale,htstoriales,plur,3,default,0.0007428479730151594,singular,es,s,Los htstoriales [MASK],"[CLS] , Los , h , ##ts , ##toriales , [MASK] , [SEP]",morphemic,7.205019146544311
1701,historiale,htstoriales,plur,3,default,0.19495974481105804,plural,son,s,Los htstoriales [MASK],"[CLS] , Los , h , ##ts , ##toriales , [MASK] , [SEP]",morphemic,1.6349621785957822
1702,historiale,historiale##s,plur,3,artificial,0.041979990899562836,singular,es,s,El historiale##s [MASK],"[CLS] , El , historial , ##e , ##s , [MASK] , [SEP]",morphemic,3.1705621813699776
1703,historiale,historiale##s,plur,3,artificial,0.013898530043661594,plural,son,s,El historiale##s [MASK],"[CLS] , El , historial , ##e , ##s , [MASK] , [SEP]",morphemic,4.275972196692217
1704,terapia,terapia,sing,1,default,0.04996279999613762,singular,es,s,La terapia [MASK],"[CLS] , La , terapia , [MASK] , [SEP]",morphemic,2.9964765505366495
1705,terapia,terapia,sing,1,default,0.0004377947479952127,plural,son,s,La terapia [MASK],"[CLS] , La , terapia , [MASK] , [SEP]",morphemic,7.733760369303766
1706,terapia,tesapias,plur,3,default,0.0004101484373677522,singular,es,s,Las tesapias [MASK],"[CLS] , Las , tes , ##ap , ##ias , [MASK] , [SEP]",morphemic,7.798991421427071
1707,terapia,tesapias,plur,3,default,0.036696046590805054,plural,son,s,Las tesapias [MASK],"[CLS] , Las , tes , ##ap , ##ias , [MASK] , [SEP]",morphemic,3.3050862520454665
1708,terapia,terapia##s,plur,2,artificial,0.003209391376003623,singular,es,s,La terapia##s [MASK],"[CLS] , La , terapia , ##s , [MASK] , [SEP]",morphemic,5.741673962308121
1709,terapia,terapia##s,plur,2,artificial,0.013691371306777,plural,son,s,La terapia##s [MASK],"[CLS] , La , terapia , ##s , [MASK] , [SEP]",morphemic,4.290989476197432
1710,recibo,recibo,sing,1,default,0.031757649034261703,singular,es,s,El recibo [MASK],"[CLS] , El , recibo , [MASK] , [SEP]",morphemic,3.4496216681937306
1711,recibo,recibo,sing,1,default,0.0002541014109738171,plural,son,s,El recibo [MASK],"[CLS] , El , recibo , [MASK] , [SEP]",morphemic,8.277777114824698
1712,recibo,recibes,plur,2,default,9.109833627007902e-05,singular,es,s,Los recibes [MASK],"[CLS] , Los , recibe , ##s , [MASK] , [SEP]",morphemic,9.303571016542634
1713,recibo,recibes,plur,2,default,0.0015583967324346304,plural,son,s,Los recibes [MASK],"[CLS] , Los , recibe , ##s , [MASK] , [SEP]",morphemic,6.464097721821894
1714,recibo,recibo##s,plur,2,artificial,0.0011125345481559634,singular,es,s,El recibo##s [MASK],"[CLS] , El , recibo , ##s , [MASK] , [SEP]",morphemic,6.8011144898838465
1715,recibo,recibo##s,plur,2,artificial,0.03929198160767555,plural,son,s,El recibo##s [MASK],"[CLS] , El , recibo , ##s , [MASK] , [SEP]",morphemic,3.2367348112629872
1716,guardería,guardería,sing,1,default,0.007144233677536249,singular,es,s,La guardería [MASK],"[CLS] , La , guardería , [MASK] , [SEP]",morphemic,4.941449726321352
1717,guardería,guardería,sing,1,default,0.0002829042205121368,plural,son,s,La guardería [MASK],"[CLS] , La , guardería , [MASK] , [SEP]",morphemic,8.170402161025947
1718,guardería,guarderías,plur,2,default,0.00021349103190004826,singular,es,s,Las guarderías [MASK],"[CLS] , Las , guardería , ##s , [MASK] , [SEP]",morphemic,8.451915731329835
1719,guardería,guarderías,plur,2,default,0.05265110731124878,plural,son,s,Las guarderías [MASK],"[CLS] , Las , guardería , ##s , [MASK] , [SEP]",morphemic,2.9440680090706293
1720,guardería,guardería##s,plur,2,artificial,0.0009409112390130758,singular,es,s,La guardería##s [MASK],"[CLS] , La , guardería , ##s , [MASK] , [SEP]",morphemic,6.96866174906267
1721,guardería,guardería##s,plur,2,artificial,0.038161877542734146,plural,son,s,La guardería##s [MASK],"[CLS] , La , guardería , ##s , [MASK] , [SEP]",morphemic,3.2659182317588025
1722,pacto,pacto,sing,1,default,0.07207749783992767,singular,es,s,El pacto [MASK],"[CLS] , El , pacto , [MASK] , [SEP]",morphemic,2.6300133799370893
1723,pacto,pacto,sing,1,default,0.0016088277334347367,plural,son,s,El pacto [MASK],"[CLS] , El , pacto , [MASK] , [SEP]",morphemic,6.432249481069919
1724,pacto,paztos,plur,2,default,0.0004789397062268108,singular,es,s,Los paztos [MASK],"[CLS] , Los , paz , ##tos , [MASK] , [SEP]",morphemic,7.64393584274172
1725,pacto,paztos,plur,2,default,0.08479088544845581,plural,son,s,Los paztos [MASK],"[CLS] , Los , paz , ##tos , [MASK] , [SEP]",morphemic,2.4675672248801357
1726,pacto,pacto##s,plur,2,artificial,0.0023471529129892588,singular,es,s,El pacto##s [MASK],"[CLS] , El , pacto , ##s , [MASK] , [SEP]",morphemic,6.05455221170501
1727,pacto,pacto##s,plur,2,artificial,0.03144582360982895,plural,son,s,El pacto##s [MASK],"[CLS] , El , pacto , ##s , [MASK] , [SEP]",morphemic,3.4594890992537044
1728,cabecera,cabecera,sing,1,default,0.19085723161697388,singular,es,s,La cabecera [MASK],"[CLS] , La , cabecera , [MASK] , [SEP]",morphemic,1.6562296088819726
1729,cabecera,cabecera,sing,1,default,0.0005713443970307708,plural,son,s,La cabecera [MASK],"[CLS] , La , cabecera , [MASK] , [SEP]",morphemic,7.467518382964187
1730,cabecera,cajeceras,plur,3,default,0.00022920595074538141,singular,es,s,Las cajeceras [MASK],"[CLS] , Las , ca , ##jec , ##eras , [MASK] , [SEP]",morphemic,8.380889610348241
1731,cabecera,cajeceras,plur,3,default,0.0749969482421875,plural,son,s,Las cajeceras [MASK],"[CLS] , Las , ca , ##jec , ##eras , [MASK] , [SEP]",morphemic,2.590307856377858
1732,cabecera,cabecera##s,plur,2,artificial,0.001153913326561451,singular,es,s,La cabecera##s [MASK],"[CLS] , La , cabecera , ##s , [MASK] , [SEP]",morphemic,6.764596220682712
1733,cabecera,cabecera##s,plur,2,artificial,0.2902338206768036,plural,son,s,La cabecera##s [MASK],"[CLS] , La , cabecera , ##s , [MASK] , [SEP]",morphemic,1.2370684026733967
1734,domicilio,domicilio,sing,1,default,0.0062593878246843815,singular,es,s,El domicilio [MASK],"[CLS] , El , domicilio , [MASK] , [SEP]",morphemic,5.073672890236003
1735,domicilio,domicilio,sing,1,default,0.00019639739184640348,plural,son,s,El domicilio [MASK],"[CLS] , El , domicilio , [MASK] , [SEP]",morphemic,8.535370441936548
1736,domicilio,dompcilios,plur,4,default,0.00012479544966481626,singular,es,s,Los dompcilios [MASK],"[CLS] , Los , dom , ##p , ##cilio , ##s , [MASK] , [SEP]",morphemic,8.988834563712766
1737,domicilio,dompcilios,plur,4,default,0.07427091896533966,plural,son,s,Los dompcilios [MASK],"[CLS] , Los , dom , ##p , ##cilio , ##s , [MASK] , [SEP]",morphemic,2.6000358040727862
1738,domicilio,domicilio##s,plur,2,artificial,0.0008055588696151972,singular,es,s,El domicilio##s [MASK],"[CLS] , El , domicilio , ##s , [MASK] , [SEP]",morphemic,7.123974273455163
1739,domicilio,domicilio##s,plur,2,artificial,0.018734728917479515,plural,son,s,El domicilio##s [MASK],"[CLS] , El , domicilio , ##s , [MASK] , [SEP]",morphemic,3.977376316151042
1740,camiseta,camiseta,sing,1,default,0.1654069423675537,singular,es,s,La camiseta [MASK],"[CLS] , La , camiseta , [MASK] , [SEP]",morphemic,1.7993465240717414
1741,camiseta,camiseta,sing,1,default,0.0006075665005482733,plural,son,s,La camiseta [MASK],"[CLS] , La , camiseta , [MASK] , [SEP]",morphemic,7.406048922817444
1742,camiseta,cazisetas,plur,3,default,0.00015354454808402807,singular,es,s,Las cazisetas [MASK],"[CLS] , Las , caz , ##ise , ##tas , [MASK] , [SEP]",morphemic,8.781519817510276
1743,camiseta,cazisetas,plur,3,default,0.043986573815345764,plural,son,s,Las cazisetas [MASK],"[CLS] , Las , caz , ##ise , ##tas , [MASK] , [SEP]",morphemic,3.123870832189053
1744,camiseta,camiseta##s,plur,2,artificial,0.0026361369527876377,singular,es,s,La camiseta##s [MASK],"[CLS] , La , camiseta , ##s , [MASK] , [SEP]",morphemic,5.938440708916199
1745,camiseta,camiseta##s,plur,2,artificial,0.1426660418510437,plural,son,s,La camiseta##s [MASK],"[CLS] , La , camiseta , ##s , [MASK] , [SEP]",morphemic,1.9472487516267993
1746,recta,recta,sing,1,default,0.09155818074941635,singular,es,s,La recta [MASK],"[CLS] , La , recta , [MASK] , [SEP]",morphemic,2.3907806535860376
1747,recta,recta,sing,1,default,0.00043747766176238656,plural,son,s,La recta [MASK],"[CLS] , La , recta , [MASK] , [SEP]",morphemic,7.734484912298982
1748,recta,rectcs,plur,3,default,0.0009444108582101762,singular,es,s,Las rectcs [MASK],"[CLS] , Las , rec , ##t , ##cs , [MASK] , [SEP]",morphemic,6.9649492553495325
1749,recta,rectcs,plur,3,default,0.0042426674626767635,plural,son,s,Las rectcs [MASK],"[CLS] , Las , rec , ##t , ##cs , [MASK] , [SEP]",morphemic,5.462563088994548
1750,recta,recta##s,plur,2,artificial,0.027633069083094597,singular,es,s,La recta##s [MASK],"[CLS] , La , recta , ##s , [MASK] , [SEP]",morphemic,3.588742068289536
1751,recta,recta##s,plur,2,artificial,0.16891443729400635,plural,son,s,La recta##s [MASK],"[CLS] , La , recta , ##s , [MASK] , [SEP]",morphemic,1.7783629804673557
1752,trayecto,trayecto,sing,1,default,0.0662783533334732,singular,es,s,El trayecto [MASK],"[CLS] , El , trayecto , [MASK] , [SEP]",morphemic,2.7138919308260396
1753,trayecto,trayecto,sing,1,default,0.00030618999153375626,plural,son,s,El trayecto [MASK],"[CLS] , El , trayecto , [MASK] , [SEP]",morphemic,8.09130476131749
1754,trayecto,trayedtos,plur,4,default,0.00019213087216485292,singular,es,s,Los trayedtos [MASK],"[CLS] , Los , tra , ##ye , ##dt , ##os , [MASK] , [SEP]",morphemic,8.557333792279278
1755,trayecto,trayedtos,plur,4,default,0.03184647113084793,plural,son,s,Los trayedtos [MASK],"[CLS] , Los , tra , ##ye , ##dt , ##os , [MASK] , [SEP]",morphemic,3.4468286996220407
1756,trayecto,trayecto##s,plur,2,artificial,0.000604030501563102,singular,es,s,El trayecto##s [MASK],"[CLS] , El , trayecto , ##s , [MASK] , [SEP]",morphemic,7.411885862027845
1757,trayecto,trayecto##s,plur,2,artificial,0.07679928839206696,plural,son,s,El trayecto##s [MASK],"[CLS] , El , trayecto , ##s , [MASK] , [SEP]",morphemic,2.5665599045997327
1758,psiquiatra,psiquiatra,sing,1,default,0.017005227506160736,singular,es,s,El psiquiatra [MASK],"[CLS] , El , psiquiatra , [MASK] , [SEP]",morphemic,4.074234481832072
1759,psiquiatra,psiquiatra,sing,1,default,0.0005062963464297354,plural,son,s,El psiquiatra [MASK],"[CLS] , El , psiquiatra , [MASK] , [SEP]",morphemic,7.588388395230653
1760,psiquiatra,pstquiatras,plur,4,default,0.00016597345529589802,singular,es,s,Los pstquiatras [MASK],"[CLS] , Los , ps , ##t , ##quia , ##tras , [MASK] , [SEP]",morphemic,8.70368269025039
1761,psiquiatra,pstquiatras,plur,4,default,0.013504594564437866,plural,son,s,Los pstquiatras [MASK],"[CLS] , Los , ps , ##t , ##quia , ##tras , [MASK] , [SEP]",morphemic,4.304725313333121
1762,psiquiatra,psiquiatra##s,plur,2,artificial,0.0036177027504891157,singular,es,s,El psiquiatra##s [MASK],"[CLS] , El , psiquiatra , ##s , [MASK] , [SEP]",morphemic,5.621916053900228
1763,psiquiatra,psiquiatra##s,plur,2,artificial,0.049939628690481186,plural,son,s,El psiquiatra##s [MASK],"[CLS] , El , psiquiatra , ##s , [MASK] , [SEP]",morphemic,2.9969404292706616
1764,desfile,desfile,sing,1,default,0.0371287502348423,singular,es,s,El desfile [MASK],"[CLS] , El , desfile , [MASK] , [SEP]",morphemic,3.2933636705343603
1765,desfile,desfile,sing,1,default,0.0005735701415687799,plural,son,s,El desfile [MASK],"[CLS] , El , desfile , [MASK] , [SEP]",morphemic,7.463630324481477
1766,desfile,deofiles,plur,3,default,0.0004789736121892929,singular,es,s,Los deofiles [MASK],"[CLS] , Los , de , ##of , ##iles , [MASK] , [SEP]",morphemic,7.643865051446006
1767,desfile,deofiles,plur,3,default,0.13532109558582306,plural,son,s,Los deofiles [MASK],"[CLS] , Los , de , ##of , ##iles , [MASK] , [SEP]",morphemic,2.0001048388429963
1768,desfile,desfile##s,plur,2,artificial,0.00042613179539330304,singular,es,s,El desfile##s [MASK],"[CLS] , El , desfile , ##s , [MASK] , [SEP]",morphemic,7.7607618806851555
1769,desfile,desfile##s,plur,2,artificial,0.005237611010670662,plural,son,s,El desfile##s [MASK],"[CLS] , El , desfile , ##s , [MASK] , [SEP]",morphemic,5.251889798603719
1770,rato,rato,sing,1,default,0.020999059081077576,singular,es,s,El rato [MASK],"[CLS] , El , rato , [MASK] , [SEP]",morphemic,3.86327764792549
1771,rato,rato,sing,1,default,0.0004906992544420063,plural,son,s,El rato [MASK],"[CLS] , El , rato , [MASK] , [SEP]",morphemic,7.619679134245959
1772,rato,ratys,plur,3,default,0.000695743307005614,singular,es,s,Los ratys [MASK],"[CLS] , Los , ra , ##ty , ##s , [MASK] , [SEP]",morphemic,7.270529777431187
1773,rato,ratys,plur,3,default,0.12551142275333405,plural,son,s,Los ratys [MASK],"[CLS] , Los , ra , ##ty , ##s , [MASK] , [SEP]",morphemic,2.075358506597328
1774,rato,rato##s,plur,2,artificial,0.002326383488252759,singular,es,s,El rato##s [MASK],"[CLS] , El , rato , ##s , [MASK] , [SEP]",morphemic,6.063440368203237
1775,rato,rato##s,plur,2,artificial,0.002733314409852028,plural,son,s,El rato##s [MASK],"[CLS] , El , rato , ##s , [MASK] , [SEP]",morphemic,5.902240336628873
1776,carnavale,carnavale,sing,2,default,0.003367045195773244,singular,es,s,El carnavale [MASK],"[CLS] , El , carnaval , ##e , [MASK] , [SEP]",morphemic,5.693719715735213
1777,carnavale,carnavale,sing,2,default,0.00045203170157037675,plural,son,s,El carnavale [MASK],"[CLS] , El , carnaval , ##e , [MASK] , [SEP]",morphemic,7.701758244373825
1778,carnavale,carnaviles,plur,3,default,0.00030570244416594505,singular,es,s,Los carnaviles [MASK],"[CLS] , Los , carn , ##avi , ##les , [MASK] , [SEP]",morphemic,8.092898333790501
1779,carnavale,carnaviles,plur,3,default,0.08367002010345459,plural,son,s,Los carnaviles [MASK],"[CLS] , Los , carn , ##avi , ##les , [MASK] , [SEP]",morphemic,2.4808745484038974
1780,carnavale,carnavale##s,plur,3,artificial,0.004480646923184395,singular,es,s,El carnavale##s [MASK],"[CLS] , El , carnaval , ##e , ##s , [MASK] , [SEP]",morphemic,5.407987840483764
1781,carnavale,carnavale##s,plur,3,artificial,0.006265687756240368,plural,son,s,El carnavale##s [MASK],"[CLS] , El , carnaval , ##e , ##s , [MASK] , [SEP]",morphemic,5.072666919126837
1782,trauma,trauma,sing,1,default,0.04279429093003273,singular,es,s,El trauma [MASK],"[CLS] , El , trauma , [MASK] , [SEP]",morphemic,3.151350574776771
1783,trauma,trauma,sing,1,default,0.0007218545069918036,plural,son,s,El trauma [MASK],"[CLS] , El , trauma , [MASK] , [SEP]",morphemic,7.233686953239862
